order_id,vendor,vehicle_type,origin_city,destination_city,shipment_date,planned_delivery,actual_delivery,distance_km,weather_condition,traffic_condition,vendor_delay_score,hour_of_day,day_of_week,holiday_flag,pickup_delay_minutes,driver_rating,vehicle_age_years,order_weight_kg,num_packages,order_priority,road_type,is_delayed
ORD_100027,XpressBees,Mini Truck,Chennai,Bangalore,25-06-2025 17:48,26-06-2025 09:48,26-06-2025 11:48,973,Clear,Moderate,0.37,17,2,0,0,4.6,7,33.99,10,Standard,Urban,0
ORD_100028,Shadowfax,Van,Bangalore,Pune,12-06-2025 05:48,12-06-2025 19:48,13-06-2025 07:48,730,Clear,Moderate,0.14,5,3,0,5,4.9,1,43.49,1,Standard,Highway,1
ORD_100029,EcomExpress,Van,Pune,Bangalore,20-06-2025 07:48,20-06-2025 09:48,20-06-2025 09:48,147,Clear,Heavy,0.14,7,4,0,10,4.3,7,43.61,7,Standard,Urban,0
ORD_100030,EcomExpress,Mini Truck,Bangalore,Pune,20-06-2025 19:48,20-06-2025 20:48,20-06-2025 22:48,43,Storm,Moderate,0.45,19,4,0,10,4.2,5,33.58,4,Standard,Highway,0
ORD_100031,BlueDart,Bike,Hyderabad,Chennai,22-06-2025 06:48,22-06-2025 18:48,22-06-2025 18:48,616,Clear,Moderate,0.23,6,6,0,0,3.5,8,8.87,10,Standard,Urban,0
ORD_100032,BlueDart,Mini Truck,Mumbai,Hyderabad,11-07-2025 05:48,11-07-2025 14:48,11-07-2025 14:48,429,Storm,Moderate,0.09,5,4,0,10,3.1,2,4.75,7,Standard,Rural,0
ORD_100033,XpressBees,Mini Truck,Bangalore,Mumbai,20-06-2025 19:48,21-06-2025 20:48,22-06-2025 08:48,1292,Rain,Light,0.5,19,4,0,10,4.5,9,20.3,5,Express,Urban,1
ORD_100034,Shadowfax,Bike,Delhi,Kolkata,22-06-2025 15:48,23-06-2025 18:48,23-06-2025 18:48,1226,Rain,Moderate,0.44,15,6,0,0,3.4,1,17.48,6,Express,Highway,0
ORD_100035,Shadowfax,Van,Bangalore,Chennai,04-07-2025 04:48,04-07-2025 13:48,04-07-2025 15:48,514,Rain,Heavy,0.08,4,4,0,0,4.6,0,37.13,7,Standard,Rural,0
ORD_100036,Shadowfax,Bike,Mumbai,Delhi,22-06-2025 13:48,23-06-2025 08:48,23-06-2025 12:48,1167,Storm,Moderate,0.42,13,6,0,0,4.6,7,13.59,9,Standard,Highway,0
ORD_100037,Shadowfax,Tempo,Chennai,Kolkata,23-06-2025 20:48,24-06-2025 09:48,24-06-2025 09:48,511,Fog,Heavy,0.54,20,0,0,0,4.2,2,32.21,6,Standard,Urban,0
ORD_100038,BlueDart,Bike,Pune,Mumbai,23-06-2025 08:48,24-06-2025 11:48,24-06-2025 11:48,1224,Storm,Light,0.15,8,0,0,0,2.8,9,49.14,3,Standard,Urban,0
ORD_100039,BlueDart,Van,Chennai,Pune,07-07-2025 11:48,07-07-2025 21:48,07-07-2025 21:48,557,Storm,Light,0.29,11,0,0,30,3.3,5,39.74,7,Standard,Highway,0
ORD_100040,EcomExpress,Bike,Bangalore,Chennai,01-07-2025 05:48,02-07-2025 04:48,02-07-2025 04:48,798,Rain,Heavy,0.2,5,1,0,0,3.3,10,7.97,9,Standard,Urban,0
ORD_100041,Delhivery,Bike,Bangalore,Pune,24-06-2025 19:48,26-06-2025 03:48,26-06-2025 11:48,1284,Rain,Moderate,0.21,19,1,0,0,2.8,0,32.16,6,Standard,Urban,1
ORD_100042,EcomExpress,Mini Truck,Delhi,Bangalore,10-07-2025 15:48,11-07-2025 04:48,11-07-2025 08:48,498,Rain,Heavy,0.17,15,3,0,0,3.9,4,25.04,2,Standard,Highway,0
ORD_100043,Shadowfax,Bike,Pune,Chennai,11-07-2025 05:48,12-07-2025 05:48,12-07-2025 09:48,1363,Storm,Moderate,0.57,5,4,0,0,3.5,8,7.63,9,Standard,Highway,0
ORD_100044,BlueDart,Tempo,Delhi,Chennai,16-06-2025 15:48,17-06-2025 03:48,17-06-2025 05:48,585,Rain,Moderate,0.11,15,0,0,0,4.8,6,21.95,1,Standard,Highway,0
ORD_100045,Delhivery,Mini Truck,Mumbai,Hyderabad,22-06-2025 01:48,23-06-2025 09:48,23-06-2025 13:48,1440,Rain,Light,0.36,1,6,0,0,4.8,5,32.46,3,Standard,Urban,0
ORD_100046,Shadowfax,Van,Hyderabad,Pune,16-06-2025 14:48,17-06-2025 06:48,18-06-2025 06:48,573,Clear,Heavy,0.41,14,0,0,0,4.9,4,42.48,4,Express,Highway,1
ORD_100047,BlueDart,Bike,Delhi,Hyderabad,27-06-2025 09:48,27-06-2025 17:48,27-06-2025 21:48,480,Rain,Light,0.41,9,4,0,10,2.6,0,38.36,8,Express,Highway,0
ORD_100048,Shadowfax,Mini Truck,Pune,Kolkata,11-06-2025 18:48,12-06-2025 11:48,12-06-2025 11:48,607,Storm,Light,0.1,18,2,0,0,3.2,6,47.4,5,Express,Highway,0
ORD_100049,EcomExpress,Van,Kolkata,Delhi,18-06-2025 03:48,19-06-2025 00:48,19-06-2025 02:48,914,Storm,Moderate,0.14,3,2,0,5,3,6,18.5,5,Express,Urban,0
ORD_100050,BlueDart,Mini Truck,Pune,Kolkata,12-06-2025 11:48,12-06-2025 21:48,12-06-2025 21:48,488,Rain,Light,0.55,11,3,0,0,4.7,2,27.22,2,Standard,Highway,0
ORD_100051,Shadowfax,Tempo,Chennai,Kolkata,01-07-2025 22:48,02-07-2025 21:48,02-07-2025 21:48,882,Fog,Moderate,0.4,22,1,0,5,4.7,8,28.55,9,Standard,Urban,0
ORD_100052,Delhivery,Bike,Bangalore,Mumbai,14-06-2025 22:48,14-06-2025 22:48,14-06-2025 22:48,47,Rain,Moderate,0.16,22,5,0,15,4,5,16.34,3,Express,Urban,0
ORD_100053,BlueDart,Van,Bangalore,Delhi,01-07-2025 07:48,01-07-2025 09:48,01-07-2025 21:48,107,Storm,Moderate,0.11,7,1,0,15,4.7,10,46.33,3,Standard,Rural,1
ORD_100054,Delhivery,Mini Truck,Hyderabad,Delhi,12-06-2025 09:48,13-06-2025 05:48,13-06-2025 09:48,1165,Rain,Moderate,0.11,9,3,0,5,4.5,9,36.4,4,Standard,Highway,0
ORD_100055,Shadowfax,Bike,Hyderabad,Mumbai,06-07-2025 14:48,07-07-2025 13:48,07-07-2025 13:48,1139,Rain,Moderate,0.24,14,6,0,0,3.6,0,30.32,9,Express,Highway,0
ORD_100056,BlueDart,Tempo,Mumbai,Chennai,13-06-2025 23:48,14-06-2025 19:48,14-06-2025 19:48,970,Clear,Heavy,0.56,23,4,0,0,3.3,10,38.1,2,Express,Urban,0
ORD_100057,BlueDart,Tempo,Kolkata,Hyderabad,20-06-2025 02:48,20-06-2025 10:48,20-06-2025 10:48,450,Clear,Heavy,0.18,2,4,0,0,3.7,7,47.09,2,Express,Urban,0
ORD_100058,Delhivery,Tempo,Pune,Kolkata,14-06-2025 22:48,15-06-2025 17:48,15-06-2025 17:48,818,Rain,Moderate,0.19,22,5,0,0,4.2,9,3.91,9,Express,Urban,0
ORD_100059,BlueDart,Bike,Delhi,Pune,29-06-2025 19:48,29-06-2025 20:48,29-06-2025 22:48,66,Clear,Moderate,0.08,19,6,0,0,2.9,6,30.72,4,Standard,Urban,0
ORD_100060,BlueDart,Tempo,Kolkata,Pune,26-06-2025 11:48,27-06-2025 01:48,27-06-2025 01:48,476,Clear,Moderate,0.23,11,3,0,0,4.6,5,25.87,2,Standard,Highway,0
ORD_100061,BlueDart,Bike,Delhi,Bangalore,29-06-2025 09:48,29-06-2025 13:48,29-06-2025 15:48,167,Storm,Heavy,0.19,9,6,0,5,2.8,1,25.97,4,Standard,Urban,0
ORD_100062,Shadowfax,Bike,Hyderabad,Pune,26-06-2025 03:48,27-06-2025 18:48,27-06-2025 18:48,1470,Storm,Light,0.53,3,3,0,0,4,0,41.79,10,Standard,Highway,0
ORD_100063,Shadowfax,Tempo,Chennai,Delhi,12-06-2025 17:48,13-06-2025 15:48,13-06-2025 19:48,1232,Rain,Heavy,0.46,17,3,0,15,4.5,3,40.87,7,Standard,Urban,0
ORD_100064,Shadowfax,Van,Bangalore,Delhi,27-06-2025 12:48,27-06-2025 20:48,27-06-2025 22:48,409,Rain,Heavy,0.55,12,4,0,10,3.7,9,11.47,1,Standard,Highway,0
ORD_100065,Shadowfax,Bike,Hyderabad,Bangalore,12-06-2025 07:48,13-06-2025 18:48,13-06-2025 18:48,1430,Storm,Moderate,0.55,7,3,0,10,3.7,7,16.57,2,Standard,Urban,0
ORD_100066,EcomExpress,Bike,Hyderabad,Pune,13-06-2025 01:48,13-06-2025 08:48,13-06-2025 12:48,222,Rain,Moderate,0.51,1,4,0,0,4.5,2,49.93,3,Standard,Highway,0
ORD_100067,Delhivery,Mini Truck,Chennai,Hyderabad,15-06-2025 10:48,16-06-2025 01:48,16-06-2025 03:48,728,Rain,Moderate,0.39,10,6,0,0,3.2,5,37.59,4,Standard,Highway,0
ORD_100068,Shadowfax,Tempo,Pune,Delhi,16-06-2025 19:48,17-06-2025 17:48,17-06-2025 21:48,1206,Fog,Heavy,0.09,19,0,0,0,5,10,2.24,5,Standard,Urban,0
ORD_100069,EcomExpress,Van,Chennai,Kolkata,22-06-2025 05:48,22-06-2025 07:48,22-06-2025 11:48,125,Storm,Light,0.17,5,6,0,5,4.2,4,23.38,1,Standard,Urban,0
ORD_100070,BlueDart,Mini Truck,Hyderabad,Chennai,23-06-2025 09:48,23-06-2025 23:48,24-06-2025 01:48,817,Clear,Moderate,0.59,9,0,0,5,4.9,6,9.21,6,Express,Rural,0
ORD_100071,Delhivery,Bike,Hyderabad,Bangalore,22-06-2025 02:48,23-06-2025 18:48,23-06-2025 22:48,1462,Storm,Moderate,0.37,2,6,0,0,3.5,2,47.82,9,Express,Highway,0
ORD_100072,Shadowfax,Bike,Hyderabad,Chennai,28-06-2025 04:48,28-06-2025 04:48,28-06-2025 04:48,25,Fog,Heavy,0.08,4,5,0,0,3.3,0,8.26,1,Standard,Urban,0
ORD_100073,Delhivery,Tempo,Hyderabad,Chennai,21-06-2025 02:48,21-06-2025 22:48,21-06-2025 22:48,925,Storm,Moderate,0.46,2,5,0,0,4.4,10,8.81,6,Standard,Highway,0
ORD_100074,Delhivery,Van,Delhi,Pune,01-07-2025 23:48,02-07-2025 11:48,02-07-2025 13:48,720,Fog,Light,0.57,23,1,0,0,3.6,2,48.62,1,Standard,Urban,0
ORD_100075,Delhivery,Van,Pune,Hyderabad,03-07-2025 03:48,04-07-2025 23:48,04-07-2025 23:48,1477,Rain,Moderate,0.58,3,3,0,0,3.1,2,41.82,8,Standard,Highway,0
ORD_100076,XpressBees,Mini Truck,Mumbai,Kolkata,13-06-2025 19:48,14-06-2025 13:48,14-06-2025 21:48,582,Clear,Light,0.47,19,4,0,0,2.9,8,19.04,5,Standard,Rural,1
ORD_100077,EcomExpress,Mini Truck,Kolkata,Hyderabad,26-06-2025 20:48,26-06-2025 23:48,27-06-2025 23:48,146,Fog,Heavy,0.52,20,3,0,0,4.4,3,4.74,1,Standard,Urban,1
ORD_100078,Delhivery,Mini Truck,Bangalore,Pune,13-06-2025 08:48,13-06-2025 18:48,13-06-2025 18:48,387,Storm,Light,0.55,8,4,0,0,4.9,3,27.91,1,Express,Urban,0
ORD_100079,XpressBees,Mini Truck,Pune,Delhi,29-06-2025 06:48,29-06-2025 11:48,29-06-2025 15:48,298,Fog,Moderate,0.19,6,6,0,15,3,10,45.69,10,Express,Rural,0
ORD_100080,Shadowfax,Bike,Chennai,Delhi,03-07-2025 01:48,03-07-2025 19:48,03-07-2025 19:48,608,Storm,Moderate,0.25,1,3,0,0,3.2,7,9.84,7,Standard,Highway,0
ORD_100081,XpressBees,Van,Kolkata,Delhi,14-06-2025 07:48,14-06-2025 09:48,14-06-2025 21:48,108,Rain,Heavy,0.25,7,5,0,0,2.8,1,28.96,6,Express,Highway,1
ORD_100082,BlueDart,Mini Truck,Bangalore,Hyderabad,13-06-2025 04:48,13-06-2025 06:48,13-06-2025 08:48,102,Storm,Heavy,0.17,4,4,0,0,4.7,5,6.8,9,Standard,Highway,0
ORD_100083,EcomExpress,Bike,Bangalore,Delhi,03-07-2025 23:48,04-07-2025 15:48,04-07-2025 15:48,931,Storm,Light,0.51,23,3,0,0,2.6,4,9.33,1,Standard,Rural,0
ORD_100084,XpressBees,Bike,Mumbai,Delhi,02-07-2025 07:48,02-07-2025 13:48,02-07-2025 13:48,349,Clear,Light,0.3,7,2,0,10,3.8,9,22.84,1,Standard,Highway,0
ORD_100085,XpressBees,Van,Pune,Delhi,20-06-2025 16:48,21-06-2025 12:48,22-06-2025 00:48,1084,Storm,Heavy,0.34,16,4,0,10,2.7,8,22.44,6,Express,Highway,1
ORD_100086,Delhivery,Tempo,Bangalore,Pune,05-07-2025 13:48,06-07-2025 03:48,06-07-2025 03:48,850,Fog,Light,0.28,13,5,0,0,3.3,0,39.76,5,Standard,Highway,0
ORD_100087,EcomExpress,Mini Truck,Hyderabad,Mumbai,17-06-2025 14:48,18-06-2025 22:48,19-06-2025 02:48,1392,Storm,Moderate,0.42,14,1,0,0,4.9,3,4.59,8,Standard,Highway,0
ORD_100088,BlueDart,Tempo,Delhi,Hyderabad,29-06-2025 03:48,30-06-2025 04:48,30-06-2025 06:48,1397,Fog,Light,0.5,3,6,0,0,3.7,7,28.93,1,Standard,Urban,0
ORD_100089,EcomExpress,Van,Bangalore,Chennai,23-06-2025 22:48,25-06-2025 13:48,25-06-2025 13:48,1254,Fog,Moderate,0.09,22,0,0,10,4.7,5,2.97,1,Standard,Highway,0
ORD_100090,Delhivery,Tempo,Delhi,Kolkata,02-07-2025 08:48,02-07-2025 15:48,02-07-2025 15:48,246,Storm,Heavy,0.28,8,2,0,5,3.5,6,48.84,6,Standard,Urban,0
ORD_100091,XpressBees,Tempo,Kolkata,Pune,11-06-2025 13:48,12-06-2025 10:48,12-06-2025 10:48,1191,Clear,Heavy,0.23,13,2,0,0,2.8,9,30.5,10,Standard,Highway,0
ORD_100092,Delhivery,Tempo,Delhi,Bangalore,17-06-2025 08:48,18-06-2025 07:48,18-06-2025 07:48,1396,Fog,Moderate,0.35,8,1,0,0,4.1,7,2.65,10,Express,Highway,0
ORD_100093,XpressBees,Van,Delhi,Kolkata,09-07-2025 12:48,10-07-2025 05:48,10-07-2025 05:48,775,Rain,Moderate,0.41,12,2,0,5,4.1,4,7.72,7,Standard,Highway,0
ORD_100094,Shadowfax,Tempo,Mumbai,Pune,21-06-2025 22:48,23-06-2025 03:48,23-06-2025 15:48,1137,Rain,Moderate,0.09,22,5,0,10,4.3,9,13.49,6,Standard,Highway,1
ORD_100095,Delhivery,Mini Truck,Chennai,Pune,11-07-2025 02:48,11-07-2025 05:48,11-07-2025 05:48,116,Clear,Moderate,0.22,2,4,0,0,4.8,6,42.88,10,Express,Highway,0
ORD_100096,XpressBees,Mini Truck,Chennai,Delhi,20-06-2025 03:48,20-06-2025 04:48,20-06-2025 16:48,56,Clear,Moderate,0.27,3,4,0,0,4.2,8,15.44,3,Standard,Rural,1
ORD_100097,BlueDart,Mini Truck,Hyderabad,Bangalore,19-06-2025 03:48,19-06-2025 20:48,20-06-2025 04:48,749,Fog,Light,0.58,3,3,0,0,4.4,4,13.01,4,Standard,Urban,1
ORD_100098,Shadowfax,Mini Truck,Bangalore,Hyderabad,26-06-2025 23:48,27-06-2025 06:48,27-06-2025 08:48,405,Fog,Moderate,0.39,23,3,0,0,2.6,7,7.65,7,Standard,Urban,0
ORD_100099,EcomExpress,Tempo,Delhi,Bangalore,05-07-2025 03:48,05-07-2025 22:48,06-07-2025 00:48,1084,Clear,Moderate,0.31,3,5,0,0,4,1,25.98,8,Standard,Rural,0
ORD_100100,BlueDart,Bike,Kolkata,Bangalore,06-07-2025 09:48,07-07-2025 08:48,07-07-2025 08:48,706,Storm,Light,0.43,9,6,0,0,3.5,6,8.83,6,Express,Urban,0
ORD_100101,Delhivery,Tempo,Hyderabad,Kolkata,09-07-2025 15:48,09-07-2025 17:48,09-07-2025 17:48,100,Fog,Light,0.28,15,2,0,0,3.3,5,44.27,7,Standard,Highway,0
ORD_100102,Delhivery,Bike,Kolkata,Hyderabad,04-07-2025 12:48,05-07-2025 11:48,05-07-2025 11:48,725,Clear,Moderate,0.39,12,4,0,10,4.7,10,36.77,7,Standard,Rural,0
ORD_100103,XpressBees,Bike,Chennai,Mumbai,25-06-2025 03:48,25-06-2025 03:48,25-06-2025 03:48,12,Clear,Moderate,0.44,3,2,0,0,4.9,8,24.81,10,Express,Urban,0
ORD_100104,Shadowfax,Bike,Chennai,Delhi,20-06-2025 03:48,20-06-2025 03:48,20-06-2025 07:48,11,Clear,Moderate,0.37,3,4,0,0,3.4,1,28.15,6,Express,Rural,0
ORD_100105,XpressBees,Mini Truck,Bangalore,Delhi,02-07-2025 10:48,03-07-2025 23:48,03-07-2025 23:48,1148,Fog,Light,0.11,10,2,0,0,3.9,9,34,7,Standard,Urban,0
ORD_100106,BlueDart,Mini Truck,Bangalore,Mumbai,28-06-2025 01:48,28-06-2025 13:48,28-06-2025 13:48,438,Storm,Moderate,0.23,1,5,0,0,3.7,0,28.12,4,Express,Highway,0
ORD_100107,BlueDart,Tempo,Delhi,Bangalore,25-06-2025 15:48,25-06-2025 22:48,26-06-2025 00:48,353,Clear,Moderate,0.08,15,2,0,15,4.6,4,8.35,3,Standard,Urban,0
ORD_100108,Shadowfax,Van,Delhi,Pune,17-06-2025 01:48,17-06-2025 12:48,17-06-2025 12:48,580,Rain,Light,0.16,1,1,0,0,4.9,4,28.12,8,Standard,Rural,0
ORD_100109,Shadowfax,Mini Truck,Hyderabad,Bangalore,22-06-2025 10:48,23-06-2025 01:48,23-06-2025 01:48,722,Storm,Light,0.22,10,6,0,0,4.9,6,44.57,9,Express,Highway,0
ORD_100110,Shadowfax,Van,Pune,Bangalore,26-06-2025 05:48,26-06-2025 20:48,27-06-2025 20:48,868,Fog,Light,0.22,5,3,0,0,3.4,7,16.53,7,Standard,Urban,1
ORD_100111,EcomExpress,Tempo,Chennai,Bangalore,07-07-2025 00:48,07-07-2025 20:48,08-07-2025 04:48,1212,Fog,Heavy,0.34,0,0,0,5,4.3,8,25.19,4,Standard,Urban,1
ORD_100112,Delhivery,Bike,Bangalore,Hyderabad,14-06-2025 02:48,15-06-2025 11:48,15-06-2025 19:48,1127,Storm,Moderate,0.18,2,5,0,10,4.3,9,11.51,9,Standard,Highway,1
ORD_100113,XpressBees,Mini Truck,Delhi,Hyderabad,08-07-2025 17:48,09-07-2025 17:48,09-07-2025 21:48,1419,Rain,Moderate,0.56,17,1,0,0,3.6,4,40.83,6,Standard,Urban,0
ORD_100114,Shadowfax,Tempo,Delhi,Pune,22-06-2025 19:48,23-06-2025 00:48,23-06-2025 02:48,222,Fog,Moderate,0.41,19,6,0,0,3.1,8,28.19,2,Express,Rural,0
ORD_100115,BlueDart,Tempo,Kolkata,Pune,16-06-2025 12:48,17-06-2025 12:48,17-06-2025 20:48,1419,Storm,Moderate,0.23,12,0,0,0,2.7,3,11.93,9,Standard,Highway,1
ORD_100116,Delhivery,Van,Delhi,Kolkata,24-06-2025 15:48,25-06-2025 05:48,25-06-2025 09:48,487,Fog,Heavy,0.42,15,1,0,0,3.8,10,1.19,5,Standard,Urban,0
ORD_100117,XpressBees,Van,Bangalore,Hyderabad,06-07-2025 19:48,07-07-2025 20:48,07-07-2025 22:48,1449,Rain,Moderate,0.35,19,6,0,0,3.6,0,14.89,1,Express,Highway,0
ORD_100118,EcomExpress,Mini Truck,Hyderabad,Mumbai,11-06-2025 15:48,11-06-2025 20:48,12-06-2025 08:48,271,Fog,Heavy,0.32,15,2,0,0,4,3,32.9,1,Standard,Urban,1
ORD_100119,Delhivery,Tempo,Chennai,Mumbai,02-07-2025 08:48,03-07-2025 10:48,03-07-2025 10:48,857,Storm,Moderate,0.31,8,2,0,5,4.8,3,10.89,4,Standard,Highway,0
ORD_100120,Shadowfax,Tempo,Mumbai,Kolkata,30-06-2025 10:48,30-06-2025 22:48,01-07-2025 06:48,758,Rain,Light,0.16,10,0,0,0,4.7,8,44.13,7,Express,Highway,1
ORD_100121,BlueDart,Bike,Bangalore,Hyderabad,23-06-2025 17:48,24-06-2025 20:48,24-06-2025 22:48,1142,Fog,Moderate,0.26,17,0,0,5,5,1,16.82,1,Standard,Highway,0
ORD_100122,EcomExpress,Mini Truck,Hyderabad,Pune,23-06-2025 17:48,24-06-2025 22:48,24-06-2025 22:48,1432,Fog,Light,0.12,17,0,0,0,3.7,1,34.62,4,Standard,Highway,0
ORD_100123,Shadowfax,Mini Truck,Bangalore,Pune,25-06-2025 06:48,25-06-2025 22:48,26-06-2025 10:48,1007,Clear,Light,0.15,6,2,0,10,4.1,7,14.33,10,Standard,Rural,1
ORD_100124,Delhivery,Van,Bangalore,Mumbai,10-07-2025 20:48,11-07-2025 20:48,11-07-2025 20:48,753,Fog,Heavy,0.39,20,3,0,0,3.9,9,36.2,10,Express,Rural,0
ORD_100125,BlueDart,Tempo,Bangalore,Hyderabad,18-06-2025 07:48,18-06-2025 18:48,19-06-2025 06:48,565,Fog,Heavy,0.13,7,2,0,0,4.7,8,16.68,1,Express,Urban,1
ORD_100126,Shadowfax,Van,Delhi,Mumbai,08-07-2025 23:48,09-07-2025 22:48,09-07-2025 22:48,1225,Clear,Moderate,0.18,23,1,0,10,4.7,1,41.66,9,Standard,Highway,0
ORD_100127,Delhivery,Mini Truck,Hyderabad,Chennai,15-06-2025 19:48,16-06-2025 09:48,16-06-2025 13:48,656,Clear,Moderate,0.33,19,6,0,0,5,3,14.53,10,Express,Urban,0
